fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Total Cerebral White Matter,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Left MOrG medial orbital gyrus,Right MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter
F-volume-age:range:max:59,0.0010121959,0.0013122104,0.0003262265,0.0003386861,0.0005995365,0.0005939124,0.011844407,0.0022756162,0.0023021276,0.0325543878,0.0325892533,0.009476148,0.0096069467,0.1559363344,0.1546509914,0.0010941667,0.0022671459,0.0021467993,0.0005585338,0.0003937018,0.0109382856,0.012380185,0.0008920027,0.000887913,0.0034057033,0.0033972258,0.0049536394,0.0050367939,0.002841373,0.0029634149,0.0032895812,0.0015936814,0.3105873258,0.0019222753,0.0002888221,0.0002971042,0.0028779247,0.0031814854,0.0027677393,0.0028610543,0.0013855908,0.0012242778,0.0076634259,0.0073006405,0.002651476,0.0026050308,0.0026191527,0.0027556396,0.0034443903,0.0031861762,0.0012255606,0.0012080649,0.0013645985,0.0015089261,0.0026142323,0.0023793985,0.0049878115,0.0047752281,0.0015486879,0.001549698,0.0046886923,0.0044559926,0.0079082199,0.0076520208,0.0054304868,0.0050525642,0.001703575,0.0017639765,0.0034165219,0.0033392999,0.0013125757,0.0012963525,0.0130850345,0.0137921754,0.0037500768,0.0043552815,0.0029859952,0.0030145442,0.0007807232,0.0008655179,0.0018856882,0.0019962725,0.005669699,0.0051632559,0.0097899372,0.0095720953,0.0020751265,0.0027419721,0.0029558883,0.0030791315,0.0025095807,0.0025662448,0.0011015226,0.0010373973,0.0027338391,0.0030270348,0.0074241787,0.0073072167,0.0019458061,0.0021624231,0.001621662,0.0016022955,0.0014550858,0.0016668699,0.0073958085,0.0081383237,0.0017370723,0.0017341288,0.0013889422,0.0014790746,0.008783035,0.0088845735,0.0013613686,0.0014332727,0.0008194281,0.000827869,0.0108602333,0.0109459729,0.0037080947,0.0039196317,0.0060052666,0.0064091068,0.0031303813,0.002675926,0.0073801862,0.0077416885,0.0056163891,0.0054700009,0.0060599991,0.0058083428,0.0027022019,0.0027810324,0.0009753552,0.0011863423,0.3977991522,0.1975830763,0.2002160759
F-volume-age:series:60,0.0006955198,0.0011024567,0.0002780878,0.0003086041,0.0005243179,0.0005236146,0.0108844182,0.0020379764,0.0019423945,0.028251121,0.0282824025,0.0082052438,0.0083178668,0.1388177005,0.1372487342,0.0007340383,0.0020234429,0.0018910116,0.000356843,0.0003042083,0.006726215,0.0077774481,0.0006718729,0.000682504,0.0029485099,0.0030130637,0.0046307794,0.0048027515,0.0026433065,0.0027382474,0.0030049732,0.0013896122,0.2760664346,0.0016387965,0.000260728,0.0002665037,0.0024668506,0.0028080081,0.0023747401,0.0024428102,0.00110223,0.0010043566,0.0062623755,0.0058130233,0.0020095199,0.0019761487,0.0022796243,0.0023132215,0.002881632,0.0027638641,0.0010136099,0.000983708,0.0011376719,0.0011540841,0.002316098,0.0021773882,0.0044213227,0.0044117913,0.0013379405,0.001372858,0.0040663911,0.0039169353,0.0068501414,0.0068280015,0.0047715081,0.0045095818,0.0013609937,0.0014925359,0.0029046858,0.002983618,0.0011128934,0.0011194398,0.0112460471,0.0115216967,0.0033050962,0.0039024668,0.0026153921,0.0024391918,0.000656957,0.0006880414,0.0016093856,0.0016311801,0.0047686775,0.0041939595,0.0086653194,0.0085183269,0.001836035,0.0021455362,0.0025034147,0.0025844903,0.0020634722,0.0020484954,0.0009208261,0.0009099567,0.0024817523,0.0027132003,0.0064756522,0.0065189765,0.0017516763,0.0018912542,0.0013495013,0.00133363,0.0012871012,0.0013607948,0.0065199267,0.0072772324,0.0013789517,0.0014978883,0.0012064551,0.0013110488,0.0076149788,0.0078807427,0.0011427595,0.001168291,0.0007515803,0.0007665171,0.0089738867,0.009002773,0.0032386901,0.0032304104,0.0050101174,0.0055800804,0.0026580151,0.0022095754,0.0064494561,0.0064254073,0.0045463579,0.004511265,0.0048028809,0.0046123818,0.0021296438,0.0023457037,0.0008774561,0.000895945,0.3568832428,0.1773505126,0.1795327301
F-volume-age:range:min:60,0.0004506775,0.0007280135,0.0002318557,0.0002516186,0.0004685776,0.0004659765,0.0097616518,0.0016700587,0.001540891,0.0238086341,0.0236596884,0.0071119796,0.0071489083,0.1199194192,0.1173494546,0.0004813574,0.0018152793,0.00170551,0.0002456811,0.0001919883,0.0032323981,0.0037751131,0.0005234945,0.0005156667,0.002561984,0.0026361214,0.0042620704,0.0043097766,0.0023666718,0.0024073653,0.002550694,0.0012059753,0.2372688738,0.001416068,0.0002328901,0.0002356112,0.0019700332,0.0024251057,0.0019712323,0.0021399469,0.0009381241,0.0008448345,0.0053927361,0.0050617184,0.001567343,0.0016152015,0.0019652046,0.0020631276,0.0024897551,0.0022571497,0.0009069975,0.0008161568,0.0009810866,0.000957285,0.002039166,0.0019643313,0.003939139,0.0038144485,0.0012018728,0.0012101795,0.0035577304,0.0035189068,0.0062013109,0.0059688463,0.0041557642,0.0039953082,0.0011692709,0.0013069117,0.0025717408,0.0026661605,0.0009791521,0.0009868714,0.0100164661,0.0100638465,0.0028506011,0.003411128,0.002308582,0.0021515316,0.0005510685,0.0005281854,0.0013133699,0.0014413553,0.0043076059,0.0036837159,0.0077360436,0.0074979118,0.0015172053,0.0018743422,0.0021646432,0.0022272652,0.001752391,0.0017104971,0.0007811162,0.0007545731,0.0021561603,0.0024550997,0.005628662,0.0057515006,0.0015961554,0.0016874747,0.001196881,0.0012066412,0.0011040627,0.0011680857,0.0058103477,0.0064907006,0.0012451855,0.0013455553,0.0010982585,0.0011411944,0.0067355867,0.0070307446,0.0009742595,0.0010561038,0.000674915,0.0006856543,0.0080701135,0.0078938155,0.0029676834,0.0028166663,0.0041393347,0.0045874918,0.0023001475,0.0018861947,0.0056626095,0.0055757294,0.0038835368,0.0039669667,0.0044345382,0.0036875676,0.0018769884,0.0019517575,0.0007421368,0.0007789351,0.3337662195,0.16676962,0.1669965994
F-volume-age:range:max:60,0.0009591878,0.0015181541,0.0003360233,0.0003619369,0.0005809698,0.000594276,0.0122743788,0.0023370985,0.0022373959,0.0324462785,0.032134332,0.0095160715,0.0095530882,0.1593005308,0.1555459313,0.0010010475,0.0023048738,0.0021876784,0.000516536,0.0004367724,0.011230445,0.0120185548,0.0009342997,0.0008859618,0.0034697952,0.0035652031,0.0051117014,0.0051906574,0.003091303,0.0032090147,0.0035172482,0.0016065081,0.3148464621,0.0019650427,0.000295199,0.0003196927,0.0029412891,0.0031880753,0.0026978752,0.0027475993,0.0012508685,0.0011931995,0.0071672034,0.0067616644,0.0025502166,0.0024704297,0.0027361019,0.0025979394,0.0033410743,0.0032289526,0.0011463563,0.0011095161,0.0013347651,0.0013028356,0.0025692492,0.0025710954,0.0054440793,0.0051969166,0.0015349229,0.0015580168,0.0047337674,0.0045350472,0.0081133878,0.0081674602,0.0055800788,0.0054582745,0.0015045107,0.0016244386,0.0031764341,0.0034518629,0.0012518238,0.0012528825,0.0125672453,0.0132055,0.0038954676,0.0044625526,0.0028636371,0.0027645559,0.0008004806,0.0008506943,0.0018849642,0.00188194,0.0053724185,0.0046306286,0.0098504942,0.0098665743,0.0021739688,0.002515764,0.0029971391,0.0030828776,0.0023774031,0.0024273231,0.0010347954,0.0010489523,0.0027794421,0.0029911055,0.0074701723,0.0075121565,0.0019658741,0.0021685295,0.0015540236,0.0015139257,0.0015942504,0.0015012187,0.0078474012,0.0086618857,0.0016112107,0.001671886,0.0013910609,0.0014755013,0.0087130019,0.0086234639,0.0013471977,0.001363339,0.0008834644,0.0008661492,0.0100953986,0.0103653544,0.0035842906,0.0035702995,0.0055030754,0.0064133669,0.0032129082,0.0024394588,0.0077324298,0.0076489046,0.0051524811,0.0050869661,0.0057878584,0.0057238094,0.0024151806,0.0028389125,0.0010119168,0.0010553079,0.4006470234,0.1993257121,0.2013213113
F-volume-age:series:61,0.0005705991,0.001045043,0.0002741113,0.0003092951,0.0005633122,0.0005467096,0.0106519407,0.0020821528,0.0019835315,0.0286292299,0.0283796974,0.0081117374,0.0081899386,0.1396265964,0.1379570613,0.0006608444,0.0021153453,0.0019946236,0.0003583416,0.0002958833,0.0055313986,0.0060817651,0.0006681762,0.0006851473,0.0029433726,0.0030136884,0.0046585063,0.0048371307,0.002599632,0.0026868195,0.0029508812,0.0014291502,0.2775836577,0.0016441832,0.0002677842,0.0002666651,0.0024187807,0.0028591597,0.0025121136,0.0025967259,0.0012088631,0.0010629325,0.0064370321,0.0060298219,0.002142094,0.0021526427,0.0024668522,0.0024501983,0.0030424512,0.0029923257,0.0010851691,0.0010371553,0.0012230922,0.0012076329,0.0024093142,0.0022281891,0.0046286556,0.0044776778,0.001379149,0.001412196,0.0042327754,0.0041562843,0.0073815608,0.0070565892,0.0049521273,0.0045985452,0.0015021953,0.0015798044,0.0028280324,0.0029270213,0.0011759336,0.0011736237,0.0122327371,0.0122257164,0.0033182118,0.0040204,0.002779763,0.0025943237,0.0006809156,0.0006878519,0.0015873465,0.0016449206,0.0050251003,0.00433425,0.0091339296,0.0089116948,0.001962957,0.0023174351,0.0025771961,0.002600948,0.0021928509,0.002029215,0.0009897995,0.0009533671,0.0025794187,0.0028094818,0.0067726332,0.0068381533,0.0018311352,0.0019761055,0.0013858668,0.0013859274,0.0013301602,0.0014681914,0.0068109727,0.0076389326,0.0015267679,0.0016510824,0.0012402522,0.0013755042,0.0076615713,0.0079285774,0.0011576676,0.0012221218,0.0007492,0.0007929208,0.0092039572,0.0090982034,0.0033618237,0.0034070388,0.0052462084,0.0058868091,0.0027906022,0.0024297648,0.0068943366,0.006950146,0.0047878281,0.0047068766,0.0051311444,0.0049377439,0.0022676555,0.0024130865,0.0008838782,0.0009561297,0.3718075284,0.1851070328,0.1867004956
F-volume-age:range:min:61,0.0004219935,0.0008118879,0.0002393468,0.0002844176,0.000511984,0.0004390385,0.0089685666,0.0018341095,0.0017661777,0.0265171785,0.0263448523,0.0071809242,0.0072404434,0.1244905032,0.1231834798,0.0005171786,0.001951282,0.0018238293,0.0002749476,0.0002347853,0.0035820996,0.0038746625,0.0005919145,0.0006239768,0.0024793757,0.0025936856,0.00444205,0.0044640596,0.0023435665,0.0024225185,0.0026096996,0.0011988755,0.247673983,0.0013829354,0.0002499722,0.0002435268,0.0020807084,0.0026288765,0.002349836,0.0023960731,0.0011165896,0.0009451869,0.0058044921,0.0055807148,0.0014673087,0.0017238523,0.0022197731,0.0021840071,0.002577886,0.0025819994,0.0009420003,0.0008939378,0.0010832181,0.00107,0.0022340367,0.0020810201,0.0044136841,0.0041983144,0.0012701727,0.0013068577,0.0038535492,0.003623742,0.0069984809,0.0064953336,0.0044087738,0.0039423218,0.0014167196,0.0013690374,0.0024173385,0.0025922199,0.0009793032,0.0010199387,0.0109456819,0.011109145,0.0028211047,0.0034556283,0.0024983217,0.0023841525,0.0005862603,0.0005928445,0.0013735934,0.0013879253,0.0043502277,0.0037417944,0.0084117664,0.0079644188,0.0016945754,0.0019316832,0.002244954,0.0023509357,0.0018594328,0.0017173111,0.0009317471,0.0008767046,0.0022591643,0.0025344184,0.0061186189,0.0061864233,0.0016884672,0.0018172905,0.0012798868,0.001223998,0.0010698913,0.0013512362,0.0059754545,0.00652836,0.0013685065,0.0015426078,0.0011250464,0.0012249096,0.0066369995,0.0064230753,0.000972964,0.0011078168,0.0006698232,0.0007191052,0.0085554046,0.0081202234,0.0029861386,0.0028505349,0.0045529883,0.0054929652,0.0024037942,0.0018846175,0.0057723922,0.0061121361,0.0042463471,0.004229798,0.0046246098,0.0043515073,0.0020133942,0.0021267772,0.0008274273,0.0008715953,0.3386818932,0.1683098071,0.1703720861
F-volume-age:range:max:61,0.0007328405,0.0015491528,0.0002998434,0.0003289639,0.0006201557,0.0005979736,0.0130991091,0.0022963736,0.0021727845,0.0319520984,0.0318964491,0.0101115028,0.0101824604,0.1515901628,0.1502621021,0.0008774331,0.0024340511,0.0022274377,0.0005422343,0.0003611692,0.0077752839,0.0082463537,0.0007608922,0.0007474161,0.0033121357,0.0033785557,0.0051233794,0.0053536214,0.0029131653,0.0030252191,0.0035969364,0.0017100588,0.3018522649,0.0019144365,0.0002829743,0.0002904131,0.0025673499,0.0030586144,0.0027041499,0.0028957246,0.0013517744,0.0011827984,0.0071707935,0.0062442019,0.0026024945,0.0025212916,0.0027546338,0.002670616,0.0034715234,0.0033768174,0.0011765243,0.0011641582,0.0014076208,0.0012942975,0.0025807546,0.0023472488,0.0050628765,0.0047213347,0.0014613154,0.0015557849,0.0046104417,0.0044789721,0.0079786164,0.0076854315,0.0055308343,0.0049923573,0.0016316901,0.0017449229,0.0030472952,0.0033281652,0.0012830284,0.0012472003,0.0130512516,0.012839801,0.0035814852,0.0043412683,0.0030538854,0.0028214465,0.0008079402,0.0007995467,0.0018794776,0.0018355609,0.0058574714,0.0049184725,0.0099505842,0.0099881818,0.0021530109,0.0026419595,0.0028072656,0.0027633638,0.0025203078,0.002394468,0.0011013327,0.0010148316,0.0028203007,0.0030603283,0.0074778191,0.0074900804,0.0020612929,0.0021911074,0.0015581081,0.0014925385,0.001441123,0.0016456817,0.0073927675,0.0082468606,0.0016120698,0.0017807786,0.0014024412,0.0014907828,0.0083979111,0.008815262,0.0012918722,0.0013030406,0.0008039364,0.000857279,0.0099854444,0.0098210355,0.0037381014,0.0038573384,0.0057628394,0.0062946879,0.0031712557,0.0028055578,0.007635271,0.0077815819,0.0053629134,0.0053248913,0.0057470745,0.005804568,0.002664262,0.0026294123,0.0009671271,0.0010284301,0.3883478476,0.1946601311,0.1946746533
F-volume-age:series:62,0.0007232269,0.0012818339,0.0002798334,0.000316237,0.0005498221,0.0005537029,0.0111002907,0.0021023551,0.0020179455,0.0289875001,0.0291851124,0.0085501632,0.0087162309,0.1393001565,0.1376315989,0.0007022706,0.0020979931,0.0019585054,0.0003546017,0.0003102595,0.0073355621,0.0079572019,0.0007010749,0.0006995648,0.0029503653,0.0030405415,0.0046871039,0.0048408204,0.0026980842,0.0028101948,0.0029485309,0.0013850288,0.2769317554,0.0016619862,0.0002711521,0.0002710151,0.0025107495,0.0028331055,0.002450548,0.002541253,0.0011345714,0.0009887035,0.0063074299,0.0058499671,0.0020821554,0.0020584666,0.0023023356,0.0023522891,0.0029316295,0.0028480055,0.0010458056,0.0010429969,0.0011743009,0.0011842011,0.0023721874,0.0022179137,0.0045746696,0.0044396466,0.0013511439,0.0013834717,0.0042540365,0.0040497577,0.0071789482,0.0068679232,0.0049540372,0.0046946536,0.0014070163,0.0014921133,0.0028702992,0.0029477958,0.0011373632,0.001156755,0.011512411,0.0117705291,0.0033302245,0.0039178895,0.002612676,0.0024837933,0.0006558093,0.0006930355,0.001553024,0.0015873299,0.004724243,0.0042331626,0.0088660451,0.0087009118,0.0019383535,0.0022654357,0.0026504571,0.0026263811,0.0021895695,0.0021060247,0.0009390763,0.0009140333,0.0025003578,0.0027410238,0.0064168197,0.0065527234,0.0018186928,0.0019648002,0.0013759638,0.0013737196,0.0013247468,0.0013971922,0.0064353182,0.0073440799,0.0014290689,0.0015239861,0.0012373422,0.0013409502,0.0076184935,0.0078556781,0.0011668076,0.0012300238,0.0007534229,0.0007951816,0.009238705,0.0091952833,0.0032311111,0.0032120563,0.0051577723,0.0055855489,0.0026503143,0.0022346767,0.0063636332,0.0064719147,0.0046437232,0.0045225669,0.0048711346,0.0047086079,0.0022384281,0.0023822511,0.0008872278,0.0009411106,0.3628374326,0.1805791018,0.1822583308
F-volume-age:range:min:62,0.0004368,0.000988464,0.0002396523,0.0002760861,0.0004502239,0.0004462693,0.0095028153,0.0017261525,0.0017231637,0.0261499861,0.0264161425,0.0072049385,0.0076208569,0.126043696,0.1255782711,0.0005388503,0.0018979192,0.0017978958,0.0002123642,0.000220702,0.003541414,0.003983973,0.0005348437,0.0005901901,0.0025713734,0.0027556211,0.0043262781,0.0043785682,0.0023898496,0.0024979297,0.0026504147,0.0012182867,0.2518522812,0.0014643237,0.0002376043,0.0002160647,0.001966886,0.0025374864,0.0021476795,0.0021784714,0.0010125046,0.0008478455,0.0055535562,0.0046645963,0.0016415081,0.0016586856,0.0020268269,0.0019741123,0.0024403977,0.0021359591,0.0008696166,0.0008764942,0.0010426319,0.0010579358,0.0020865557,0.001942987,0.0041333347,0.0040254897,0.0011683443,0.0011792539,0.0036216882,0.0034285059,0.0064739682,0.0062507224,0.0041499001,0.0039403756,0.0012079624,0.0013241011,0.0023976833,0.0025639702,0.000938098,0.0009696357,0.0102839824,0.010534943,0.0027382698,0.0033279027,0.0021952387,0.0022133755,0.0005191876,0.0005704284,0.0013338727,0.0013439664,0.0042065448,0.0039177434,0.0079478908,0.0078353649,0.0015683411,0.0019671273,0.0022608495,0.0023083665,0.0018353136,0.0018110019,0.0008388287,0.0008142972,0.0021796437,0.0023160926,0.0056783136,0.005480171,0.0016964033,0.0018161327,0.0012337056,0.0012286561,0.0010820378,0.0011514263,0.005461646,0.0062596939,0.00124135,0.0013167936,0.0011007308,0.0012095846,0.0067118684,0.0070440832,0.0010004717,0.000961109,0.0006421664,0.0006899846,0.0080845301,0.0080978133,0.0028754278,0.0027670286,0.0045006958,0.0049167712,0.0022094385,0.0017758904,0.0055585786,0.0056404835,0.0042103144,0.0041384018,0.0041903593,0.0042957104,0.0020196978,0.0021688524,0.0007626414,0.0008048468,0.339162307,0.1690392644,0.1696717138
F-volume-age:range:max:62,0.0012055823,0.0025143538,0.0003165514,0.0003599887,0.0006157181,0.0006241079,0.0123925279,0.0024437306,0.0022805831,0.0313615848,0.0314163062,0.0099643304,0.0100605356,0.1564668898,0.1541294006,0.0009358163,0.0023530774,0.0022257226,0.0004683322,0.0004863669,0.0116928679,0.0124643202,0.0008169271,0.0008285956,0.0033235742,0.0035447546,0.0051596805,0.0053697762,0.0029021733,0.0030147934,0.0032720542,0.0016417534,0.3105962904,0.0018887931,0.0003079063,0.0003134056,0.0028309412,0.0031551482,0.0028728786,0.0030454474,0.0012546091,0.0011412523,0.007510859,0.006727082,0.0027716617,0.0025383657,0.0026455326,0.0027376441,0.0033135397,0.0033051376,0.0011870971,0.0011802399,0.001329489,0.0014200663,0.0026512896,0.0024621721,0.0050794218,0.0050073814,0.0015123019,0.0015854828,0.004865082,0.0045804536,0.0083656212,0.0080058465,0.0055497733,0.005285771,0.0016171042,0.0018147458,0.0032713206,0.0032675055,0.0013665261,0.0013414366,0.0124965889,0.0133516286,0.0038957189,0.0046007328,0.0030117403,0.0028434857,0.000790274,0.0008413493,0.0017027006,0.001778584,0.0053717377,0.0046802487,0.0104610452,0.0099525997,0.0022201067,0.0026251785,0.0029291284,0.0029973311,0.0025080599,0.0024439836,0.0010464172,0.0011058656,0.0030757176,0.0034428051,0.0071363475,0.0072674466,0.0019936428,0.0021747569,0.0015004502,0.0015046452,0.0016100917,0.0017126513,0.0077355781,0.0082147392,0.0016217301,0.0018466023,0.0013545741,0.0014996334,0.0083397472,0.0088467218,0.001377551,0.0014843715,0.0008606914,0.0008941311,0.0101049303,0.0102869344,0.0035527908,0.0036956284,0.0062034945,0.0064279577,0.0029841258,0.0027170275,0.0070291482,0.0077139802,0.0050993466,0.0050150193,0.005356814,0.0051986332,0.0024645876,0.0026038974,0.0010371255,0.0011295482,0.3880521547,0.1926619533,0.1958153706
F-volume-age:series:63,0.0006349967,0.0011460084,0.0002799801,0.000309787,0.0005485406,0.0005532047,0.0109235521,0.001990102,0.0018941599,0.0297497242,0.0295338386,0.0084797319,0.0085564801,0.1400327808,0.1384050012,0.0007260145,0.0020631815,0.0019522051,0.0003362795,0.000293415,0.0057683456,0.0066627015,0.0006974169,0.0007044153,0.0029807322,0.0030622645,0.0046840923,0.0048385525,0.002659188,0.0027819247,0.003066527,0.001457355,0.2784377819,0.0017100135,0.0002636348,0.0002680979,0.0024854,0.0028330617,0.0024091656,0.0025392508,0.0011404287,0.0009820431,0.0064186841,0.005745008,0.0021089138,0.0020554199,0.0023454729,0.0024178308,0.0029525472,0.0028491857,0.0010668602,0.0010635646,0.001180735,0.0012082011,0.0023833376,0.0021785432,0.0045810426,0.0045083749,0.0013299205,0.0013619271,0.0041431021,0.0039966769,0.007111598,0.0070375872,0.004977405,0.0046491997,0.0014098934,0.0014874445,0.0029279847,0.0030134077,0.0011274721,0.0011253149,0.0117283502,0.0120503735,0.0033318109,0.0038608179,0.0025686692,0.0024361413,0.000671221,0.0007031876,0.0016091332,0.0016437767,0.0048397486,0.004281867,0.0087885878,0.0087044645,0.0019084727,0.0022483131,0.002565536,0.0026283776,0.0021114987,0.002125616,0.0009474373,0.0009069395,0.0025035242,0.0027311406,0.0064534541,0.0064234422,0.0018219047,0.0020035754,0.0013642731,0.0013653064,0.0013181347,0.0014392104,0.0065394833,0.00743649,0.0013865683,0.0014969861,0.0012318845,0.0013533495,0.0077988054,0.0078524126,0.0011762544,0.0012362139,0.000729268,0.0007590348,0.0090307135,0.0091244667,0.0032878402,0.0032897891,0.0050081591,0.0057080626,0.002727354,0.0022910702,0.0062748589,0.0064751762,0.0046118477,0.0046468335,0.0050202277,0.0049476856,0.002187804,0.0023965475,0.0008890804,0.0009314264,0.363613486,0.1805662104,0.1830472756
F-volume-age:range:min:63,0.0004276996,0.000798304,0.0002321822,0.0002600388,0.0004658937,0.0004930965,0.0091160259,0.0017563276,0.0016261239,0.0270464369,0.0273045723,0.0071584182,0.0072246772,0.1269473184,0.1265446599,0.0005037247,0.0018816383,0.0017507105,0.0002009098,0.0002140759,0.0032353234,0.0035054138,0.0005774126,0.0005686544,0.0026898648,0.0027704438,0.0041965282,0.0043582094,0.002292102,0.0023589335,0.0026504874,0.001246715,0.2534919783,0.0014859329,0.0002390453,0.0002373673,0.0021102033,0.0025508328,0.0021643889,0.002280816,0.0009748277,0.0008584833,0.0057553233,0.0046427645,0.0016278061,0.001592419,0.0020735246,0.0021544157,0.0023978729,0.0024259536,0.0009419422,0.0009737729,0.0010647013,0.0010709642,0.0021076441,0.0019384895,0.0042504329,0.0041632352,0.001173342,0.0012189739,0.0036820527,0.0035940594,0.0067479093,0.0065293501,0.0043586049,0.0040081597,0.0012622995,0.0013389061,0.0026615726,0.002627749,0.0009542844,0.0009911622,0.0104500598,0.0104821389,0.0029921313,0.0033669224,0.0023627865,0.0022239286,0.0005406641,0.0005475084,0.0014357189,0.0014676552,0.0043831697,0.0038800056,0.0079732331,0.0075141853,0.0016127822,0.0018845741,0.00234536,0.0023961211,0.0018746948,0.0017288728,0.0007894691,0.0007849335,0.0022969955,0.0025080854,0.0057287466,0.005723415,0.0017031807,0.0018624261,0.0012379871,0.0012245326,0.0011445805,0.0012384806,0.0058145749,0.006537808,0.0011858616,0.0013398881,0.0010854809,0.0011924073,0.0069253633,0.0072661966,0.0009994787,0.0010841784,0.0006631198,0.000673178,0.0078970373,0.0080476029,0.0030070791,0.0029571685,0.0043004519,0.0050554482,0.0023777095,0.0020683836,0.0052884964,0.0053702246,0.0040995151,0.0041126505,0.0045670156,0.0045197024,0.001832486,0.0020055187,0.0007263071,0.0008152431,0.3353139586,0.166739093,0.1685748656
